Sample Name	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[collection environment]	Term Source REF	Term Accession Number	Parameter Value[storage environment]	Term Source REF	Term Accession Number	Sample Name	Protocol REF	Parameter Value[quantity of tissue]	Unit	Term Source REF	Term Accession Number	Parameter Value[sample volume]	Unit	Term Source REF	Term Accession Number	Extract Name	Characteristics[RNA concentration]	Unit	Term Source REF	Term Accession Number	Characteristics[RNA integrity number]	Term Source REF	Term Accession Number	Characteristics[260nm/280nm ratio]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[labeling kit lot number]	Term Source REF	Term Accession Number	Parameter Value[amount of cRNA]	Unit	Term Source REF	Term Accession Number	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Characteristics[labeled RNA quality control]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[amount of labeled probe]	Unit	Term Source REF	Term Accession Number	Parameter Value[chip lot number]	Term Source REF	Term Accession Number	Parameter Value[chip expiration date]	Term Source REF	Term Accession Number	Parameter Value[staining lot number]	Term Source REF	Term Accession Number	Parameter Value[staining duration]	Unit	Term Source REF	Term Accession Number	Hybridization Assay Name	Array Design REF	Comment[array expression accession number]	Protocol REF	Parameter Value[scanner model]	Term Source REF	Term Accession Number	Parameter Value[scanner version]	Term Source REF	Term Accession Number	Parameter Value[scanner speed]	Term Source REF	Term Accession Number	Parameter Value[number of pixel per row]	Term Source REF	Term Accession Number	Date	Scan Name	Array Data File	Protocol REF	Normalization Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data Matrix File	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[dose]	Term Source REF	Term Accession Number	Factor Value[duration of exposure]	Unit	Term Source REF	Term Accession Number
FP001RO_A4_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A4_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1649	144.57555	ug	UO	23	9.3			2.04			labeling	567402			5	ug	UO	23	1649-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22700bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6317			2006-07-13T00.00.00.0 UTC	d22700bm_1	transcriptome/d22700bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A6_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A6_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1650	163.5585	ug	UO	23	9.3			2.04			labeling	567402			5	ug	UO	23	1650-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22701bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6325			2006-07-13T00.00.00.0 UTC	d22701bm_1	transcriptome/d22701bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A8_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A8_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1651	177.44265	ug	UO	23	9.2			2.04			labeling	567402			5	ug	UO	23	1651-biotin-labeled	biotin	CHEBI	15956	2.01			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22702bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6284			2006-07-13T00.00.00.0 UTC	d22702bm_1	transcriptome/d22702bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A10_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A10_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1652	126.9429	ug	UO	23	9.3			2.03			labeling	567402			5	ug	UO	23	1652-biotin-labeled	biotin	CHEBI	15956	1.95			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22703bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6350			2006-07-13T00.00.00.0 UTC	d22703bm_1	transcriptome/d22703bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A12_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A12_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1653	125.00775	ug	UO	23	9.2			2.03			labeling	567402			5	ug	UO	23	1653-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22704bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6343			2006-07-13T00.00.00.0 UTC	d22704bm_1	transcriptome/d22704bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A14_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A14_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1654	147.36435	ug	UO	23	9.1			2.04			labeling	567402			5	ug	UO	23	1654-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22705bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6292			2006-07-13T00.00.00.0 UTC	d22705bm_1	transcriptome/d22705bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A16_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A16_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1655	125.7522	ug	UO	23	9.1			2			labeling	567402			5	ug	UO	23	1655-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22706bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6314			2006-07-13T00.00.00.0 UTC	d22706bm_1	transcriptome/d22706bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A18_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A18_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1656	113.51445	ug	UO	23	9.2			2.03			labeling	567402			5	ug	UO	23	1656-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22707bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6317			2006-07-13T00.00.00.0 UTC	d22707bm_1	transcriptome/d22707bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A20_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A20_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1657	144.0306	ug	UO	23	9.1			2.03			labeling	567402			5	ug	UO	23	1657-biotin-labeled	biotin	CHEBI	15956	1.95			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22708bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6334			2006-07-13T00.00.00.0 UTC	d22708bm_1	transcriptome/d22708bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A22_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A22_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1658	100.4493	ug	UO	23	9.1			2.02			labeling	567402			5	ug	UO	23	1658-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22709bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6328			2006-07-13T00.00.00.0 UTC	d22709bm_1	transcriptome/d22709bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A24_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A24_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1659	86.4255	ug	UO	23	9.1			2.01			labeling	567402			5	ug	UO	23	1659-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22710bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6319			2006-07-13T00.00.00.0 UTC	d22710bm_1	transcriptome/d22710bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A26_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A26_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1660	119.15925	ug	UO	23	9.3			2.03			labeling	567402			5	ug	UO	23	1660-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22711bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6350			2006-07-13T00.00.00.0 UTC	d22711bm_1	transcriptome/d22711bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A28_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A28_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1661	150.5175	ug	UO	23	9.3			2.04			labeling	567402			5	ug	UO	23	1661-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22712bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6295			2006-07-13T00.00.00.0 UTC	d22712bm_1	transcriptome/d22712bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A30_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A30_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1662	135.64005	ug	UO	23	9.3			2.04			labeling	567402			5	ug	UO	23	1662-biotin-labeled	biotin	CHEBI	15956	2			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22713bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6312			2006-07-13T00.00.00.0 UTC	d22713bm_1	transcriptome/d22713bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A32_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A32_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1663	149.60295	ug	UO	23	9.1			2.04			labeling	567402			5	ug	UO	23	1663-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22714bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6301			2006-07-13T00.00.00.0 UTC	d22714bm_1	transcriptome/d22714bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A34_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A34_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1664	110.3907	ug	UO	23	9.3			2.03			labeling	567402			5	ug	UO	23	1664-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22715bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6360			2006-07-13T00.00.00.0 UTC	d22715bm_1	transcriptome/d22715bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A36_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A36_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1665	124.1373	ug	UO	23	9.3			2.03			labeling	567402			5	ug	UO	23	1665-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22716bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6321			2006-07-13T00.00.00.0 UTC	d22716bm_1	transcriptome/d22716bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A38_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A38_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1666	115.3593	ug	UO	23	9.3			2.03			labeling	567402			5	ug	UO	23	1666-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22717bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6316			2006-07-13T00.00.00.0 UTC	d22717bm_1	transcriptome/d22717bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A40_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A40_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1667	118.42215	ug	UO	23	9.3			2.02			labeling	567402			5	ug	UO	23	1667-biotin-labeled	biotin	CHEBI	15956	1.94			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22718bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6352			2006-07-13T00.00.00.0 UTC	d22718bm_1	transcriptome/d22718bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A42_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A42_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1668	81.85695	ug	UO	23	9.5			2.03			labeling	567402			5	ug	UO	23	1668-biotin-labeled	biotin	CHEBI	15956	1.95			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22719bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6323			2006-07-13T00.00.00.0 UTC	d22719bm_1	transcriptome/d22719bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A44_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A44_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1669	104.66715	ug	UO	23	9.4			2.03			labeling	567402			5	ug	UO	23	1669-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22720bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6337			2006-07-13T00.00.00.0 UTC	d22720bm_1	transcriptome/d22720bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
